"product_id_1","actual_start_time_1","product_id_2","actual_start_time_2","product_id_3","actual_start_time_3","product_id_4","actual_start_time_4","product_id_5","actual_start_time_5","product_id_6","actual_start_time_6","kojo_id_7","kosou_srl_no_7","pf_ondo_7","pf_koubu_ondo_7","pf_neck_ondo_7","p1_aturyoku_7","p2_aturyoku_7","pb_aturyoku_7","kojo_id_8","trace_srl_no_8","nakami_ondo_8","ibutu_roka_jdgmnt_rslt_8"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000012_746","2022-03-24T16:43:47.680+09:00","Filling_0000000011_053","2022-03-24T16:43:37.198+09:00","Filling_0000000011_053","2022-03-24T16:43:36.609+09:00","Blow_0000000011_080","2022-03-24T16:43:35.237+09:00","E001","Blow_0000000011_080","34073","7358","97185","20616","60741","85496","E001","Filling_0000000011_053","718.7","231"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000012_746","2022-03-24T16:43:47.680+09:00","Filling_0000000012_541","2022-03-24T16:43:44.330+09:00","Filling_0000000012_541","2022-03-24T16:43:43.230+09:00","Blow_0000000012_747","2022-03-24T16:43:41.665+09:00","E001","Blow_0000000012_747","31244","63533","81066","26318","42761","56405","E001","Filling_0000000012_541","747.37","163"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000018_832","2022-03-24T16:44:21.906+09:00","Filling_0000000013_441","2022-03-24T16:43:54.341+09:00","Filling_0000000013_441","2022-03-24T16:43:53.785+09:00","Blow_0000000013_147","2022-03-24T16:43:49.302+09:00","E001","Blow_0000000013_147","89773","5772","73319","58408","2873","64947","E001","Filling_0000000013_441","869.61","359"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000018_832","2022-03-24T16:44:21.906+09:00","Filling_0000000014_624","2022-03-24T16:44:00.014+09:00","Filling_0000000014_624","2022-03-24T16:43:59.355+09:00","Blow_0000000014_713","2022-03-24T16:43:57.662+09:00","E001","Blow_0000000014_713","79255","74030","48957","1376","9518","72916","E001","Filling_0000000014_624","201.16","401"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000018_832","2022-03-24T16:44:21.906+09:00","Filling_0000000015_673","2022-03-24T16:44:05.062+09:00","Filling_0000000015_673","2022-03-24T16:44:04.479+09:00","Blow_0000000015_664","2022-03-24T14:52:17.907+09:00","E001","Blow_0000000015_664","75497","52596","25155","1160","842","21123","E001","Filling_0000000015_673","206.65","171"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000018_832","2022-03-24T16:44:21.906+09:00","Filling_0000000016_301","2022-03-24T16:44:09.722+09:00","Filling_0000000016_301","2022-03-24T16:44:09.161+09:00","Blow_0000000016_364","2022-03-24T16:44:07.841+09:00","E001","Blow_0000000016_364","85644","30760","4171","1333","97648","70746","E001","Filling_0000000016_301","739.36","660"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000018_832","2022-03-24T16:44:21.906+09:00","Filling_0000000017_542","2022-03-24T16:44:14.491+09:00","Filling_0000000017_542","2022-03-24T16:44:13.915+09:00","Blow_0000000017_851","2022-03-24T16:44:12.524+09:00","E001","Blow_0000000017_851","29415","42485","27372","4488","18115","84734","E001","Filling_0000000017_542","907.22","610"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000018_832","2022-03-24T16:44:21.906+09:00","Filling_0000000018_587","2022-03-24T16:44:19.276+09:00","Filling_0000000018_587","2022-03-24T16:44:18.662+09:00","Blow_0000000018_156","2022-03-24T16:44:17.333+09:00","E001","Blow_0000000018_156","73680","52790","87436","28511","522","34322","E001","Filling_0000000018_587","913.53","197"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000024_508","2022-03-24T16:44:51.059+09:00","Filling_0000000019_968","2022-03-24T16:44:25.146+09:00","Filling_0000000019_968","2022-03-24T16:44:24.596+09:00","Blow_0000000019_683","2022-03-24T16:44:23.295+09:00","E001","Blow_0000000019_683","45799","33055","21940","10515","17728","26605","E001","Filling_0000000019_968","366.74","615"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000024_508","2022-03-24T16:44:51.059+09:00","Filling_0000000020_074","2022-03-24T16:44:29.823+09:00","Filling_0000000020_074","2022-03-24T16:44:29.232+09:00","Blow_0000000020_551","2022-03-24T16:44:27.891+09:00","E001","Blow_0000000020_551","89713","4443","88632","3047","70751","52263","E001","Filling_0000000020_074","351.29","11"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000024_508","2022-03-24T16:44:51.059+09:00","Filling_0000000021_175","2022-03-24T16:44:34.554+09:00","Filling_0000000021_175","2022-03-24T16:44:33.983+09:00","Blow_0000000021_376","2022-03-24T16:44:32.664+09:00","E001","Blow_0000000021_376","93857","90511","37982","97389","8035","85772","E001","Filling_0000000021_175","306.29","273"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000024_508","2022-03-24T16:44:51.059+09:00","Filling_0000000022_871","2022-03-24T16:44:39.266+09:00","Filling_0000000022_871","2022-03-24T16:44:38.682+09:00","Blow_0000000022_722","2022-03-24T16:44:37.361+09:00","E001","Blow_0000000022_722","47686","15465","69182","62580","76326","43137","E001","Filling_0000000022_871","927.25","808"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000024_508","2022-03-24T16:44:51.059+09:00","Filling_0000000023_504","2022-03-24T16:44:43.750+09:00","Filling_0000000023_504","2022-03-24T16:44:43.215+09:00","Blow_0000000023_291","2022-03-24T16:44:41.938+09:00","E001","Blow_0000000023_291","73780","5059","28977","55550","4028","7995","E001","Filling_0000000023_504","140.97","548"
"Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Pallet Packaging_0000000024_110","2022-03-24T16:44:52.050+09:00","Case Packaging_0000000024_508","2022-03-24T16:44:51.059+09:00","Filling_0000000024_592","2022-03-24T16:44:48.420+09:00","Filling_0000000024_592","2022-03-24T16:44:47.833+09:00","Blow_0000000024_080","2022-03-24T16:44:46.484+09:00","E001","Blow_0000000024_080","4023","4024","11687","66412","65019","48741","E001","Filling_0000000024_592","600.83","489"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000006_077","2022-03-24T14:51:36.524+09:00","Filling_0000000001_786","2022-03-24T14:51:09.648+09:00","Filling_0000000001_786","2022-03-24T14:51:09.031+09:00","Blow_0000000001_172","2022-03-24T14:51:07.596+09:00","E001","Blow_0000000001_172","47199","9658","10996","78874","16864","88060","E001","Filling_0000000001_786","21.11","1"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000006_077","2022-03-24T14:51:36.524+09:00","Filling_0000000002_378","2022-03-24T14:51:14.484+09:00","Filling_0000000002_378","2022-03-24T14:51:13.908+09:00","Blow_0000000002_681","2022-03-24T14:51:12.583+09:00","E001","Blow_0000000002_681","9131","35864","39406","44838","9699","5163","E001","Filling_0000000002_378","134.31","848"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000006_077","2022-03-24T14:51:36.524+09:00","Filling_0000000003_151","2022-03-24T14:51:19.142+09:00","Filling_0000000003_151","2022-03-24T14:51:18.578+09:00","Blow_0000000003_747","2022-03-24T14:51:17.301+09:00","E001","Blow_0000000003_747","24947","54144","86227","38212","69730","8581","E001","Filling_0000000003_151","379.76","224"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000006_077","2022-03-24T14:51:36.524+09:00","Filling_0000000004_093","2022-03-24T14:51:23.944+09:00","Filling_0000000004_093","2022-03-24T14:51:23.342+09:00","Blow_0000000004_288","2022-03-24T14:51:21.985+09:00","E001","Blow_0000000004_288","25083","14823","35634","26906","22331","12269","E001","Filling_0000000004_093","661.25","472"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000006_077","2022-03-24T14:51:36.524+09:00","Filling_0000000005_080","2022-03-24T14:51:28.809+09:00","Filling_0000000005_080","2022-03-24T14:51:28.201+09:00","Blow_0000000005_866","2022-03-24T14:51:26.882+09:00","E001","Blow_0000000005_866","61389","30584","11715","73584","62208","78880","E001","Filling_0000000005_080","696.48","944"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000006_077","2022-03-24T14:51:36.524+09:00","Filling_0000000006_387","2022-03-24T14:51:33.823+09:00","Filling_0000000006_387","2022-03-24T14:51:33.252+09:00","Blow_0000000006_656","2022-03-24T14:51:31.823+09:00","E001","Blow_0000000006_656","62319","60759","79115","81306","67070","22685","E001","Filling_0000000006_387","927.91","907"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000012_816","2022-03-24T14:52:06.831+09:00","Filling_0000000007_676","2022-03-24T14:51:40.068+09:00","Filling_0000000007_676","2022-03-24T14:51:39.454+09:00","Blow_0000000007_422","2022-03-24T14:51:38.072+09:00","E001","Blow_0000000007_422","22686","25986","35554","63463","4463","75699","E001","Filling_0000000007_676","154.88","211"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000012_816","2022-03-24T14:52:06.831+09:00","Filling_0000000008_849","2022-03-24T14:51:44.815+09:00","Filling_0000000008_849","2022-03-24T14:51:44.235+09:00","Blow_0000000008_811","2022-03-24T14:51:42.924+09:00","E001","Blow_0000000008_811","77698","7392","71094","85857","24903","34324","E001","Filling_0000000008_849","569.8","778"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000012_816","2022-03-24T14:52:06.831+09:00","Filling_0000000009_902","2022-03-24T14:51:49.634+09:00","Filling_0000000009_902","2022-03-24T14:51:49.067+09:00","Blow_0000000009_807","2022-03-24T14:51:47.761+09:00","E001","Blow_0000000009_807","49396","73045","59673","74450","62564","93495","E001","Filling_0000000009_902","907.62","577"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000012_816","2022-03-24T14:52:06.831+09:00","Filling_0000000010_323","2022-03-24T14:51:54.385+09:00","Filling_0000000010_323","2022-03-24T14:51:53.783+09:00","Blow_0000000010_726","2022-03-24T14:51:52.502+09:00","E001","Blow_0000000010_726","87483","95759","6556","55540","64456","57344","E001","Filling_0000000010_323","845","203"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000012_816","2022-03-24T14:52:06.831+09:00","Filling_0000000011_420","2022-03-24T14:51:59.191+09:00","Filling_0000000011_420","2022-03-24T14:51:58.557+09:00","Blow_0000000011_670","2022-03-24T14:51:57.152+09:00","E001","Blow_0000000011_670","3816","87723","70618","6652","19186","11652","E001","Filling_0000000011_420","605.06","134"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000012_816","2022-03-24T14:52:06.831+09:00","Filling_0000000012_079","2022-03-24T14:52:04.167+09:00","Filling_0000000012_079","2022-03-24T14:52:03.551+09:00","Blow_0000000012_366","2022-03-24T14:52:02.203+09:00","E001","Blow_0000000012_366","71470","30840","14196","51214","29180","61462","E001","Filling_0000000012_079","586.21","331"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000018_427","2022-03-24T14:52:37.012+09:00","Filling_0000000013_425","2022-03-24T14:52:10.158+09:00","Filling_0000000013_425","2022-03-24T14:52:09.598+09:00","Blow_0000000013_478","2022-03-24T14:52:08.219+09:00","E001","Blow_0000000013_478","62500","367","96942","47242","3254","7402","E001","Filling_0000000013_425","710.05","957"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000018_427","2022-03-24T14:52:37.012+09:00","Filling_0000000014_340","2022-03-24T14:52:15.139+09:00","Filling_0000000014_340","2022-03-24T14:52:14.545+09:00","Blow_0000000014_843","2022-03-24T14:52:13.047+09:00","E001","Blow_0000000014_843","73579","74389","8977","14159","35693","48366","E001","Filling_0000000014_340","230.73","917"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000018_427","2022-03-24T14:52:37.012+09:00","Filling_0000000015_649","2022-03-24T14:52:19.905+09:00","Filling_0000000015_649","2022-03-24T14:52:19.340+09:00","Blow_0000000015_664","2022-03-24T14:52:17.907+09:00","E001","Blow_0000000015_664","75497","52596","25155","1160","842","21123","E001","Filling_0000000015_649","67.57","726"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000018_427","2022-03-24T14:52:37.012+09:00","Filling_0000000016_181","2022-03-24T14:52:24.686+09:00","Filling_0000000016_181","2022-03-24T14:52:24.086+09:00","Blow_0000000016_447","2022-03-24T14:52:22.805+09:00","E001","Blow_0000000016_447","8097","23557","29589","42509","89627","24586","E001","Filling_0000000016_181","743.69","934"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000018_427","2022-03-24T14:52:37.012+09:00","Filling_0000000017_441","2022-03-24T14:52:29.409+09:00","Filling_0000000017_441","2022-03-24T14:52:28.838+09:00","Blow_0000000017_639","2022-03-24T14:52:27.559+09:00","E001","Blow_0000000017_639","52874","8991","47939","33305","26484","7727","E001","Filling_0000000017_441","300.12","457"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000018_427","2022-03-24T14:52:37.012+09:00","Filling_0000000018_824","2022-03-24T14:52:34.212+09:00","Filling_0000000018_824","2022-03-24T14:52:33.601+09:00","Blow_0000000018_085","2022-03-24T14:52:32.212+09:00","E001","Blow_0000000018_085","55355","11490","93642","57287","61295","52658","E001","Filling_0000000018_824","270.54","294"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000024_197","2022-03-24T14:53:09.508+09:00","Filling_0000000019_608","2022-03-24T14:52:40.329+09:00","Filling_0000000019_608","2022-03-24T14:52:39.746+09:00","Blow_0000000019_293","2022-03-24T14:52:38.358+09:00","E001","Blow_0000000019_293","16953","3554","62149","55694","94065","39628","E001","Filling_0000000019_608","560.22","191"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000024_197","2022-03-24T14:53:09.508+09:00","Filling_0000000020_257","2022-03-24T14:52:45.239+09:00","Filling_0000000020_257","2022-03-24T14:52:44.633+09:00","Blow_0000000020_593","2022-03-24T14:52:43.307+09:00","E001","Blow_0000000020_593","11891","13154","58265","43791","76132","70322","E001","Filling_0000000020_257","518.39","438"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000024_197","2022-03-24T14:53:09.508+09:00","Filling_0000000021_436","2022-03-24T14:52:50.367+09:00","Filling_0000000021_436","2022-03-24T14:52:49.785+09:00","Blow_0000000021_839","2022-03-24T14:52:48.399+09:00","E001","Blow_0000000021_839","81784","56947","75992","94342","43459","13406","E001","Filling_0000000021_436","185.46","557"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000024_197","2022-03-24T14:53:09.508+09:00","Filling_0000000022_183","2022-03-24T14:52:55.318+09:00","Filling_0000000022_183","2022-03-24T14:52:54.721+09:00","Blow_0000000022_650","2022-03-24T14:52:53.263+09:00","E001","Blow_0000000022_650","37830","79459","26010","1814","48775","64339","E001","Filling_0000000022_183","753.47","172"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000024_197","2022-03-24T14:53:09.508+09:00","Filling_0000000023_489","2022-03-24T14:53:00.037+09:00","Filling_0000000023_489","2022-03-24T14:52:59.457+09:00","Blow_0000000023_039","2022-03-24T14:52:58.197+09:00","E001","Blow_0000000023_039","66798","92474","18290","7988","76478","5756","E001","Filling_0000000023_489","537.49","438"
"Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Pallet Packaging_0000000024_166","2022-03-24T14:53:10.645+09:00","Case Packaging_0000000024_197","2022-03-24T14:53:09.508+09:00","Filling_0000000024_493","2022-03-24T14:53:05.562+09:00","Filling_0000000024_493","2022-03-24T14:53:04.701+09:00","Blow_0000000024_599","2022-03-24T14:53:03.118+09:00","E001","Blow_0000000024_599","31792","49141","9380","79918","77103","26645","E001","Filling_0000000024_493","133.91","243"
"Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Case Packaging_0000000030_130","2022-03-24T16:45:23.816+09:00","Filling_0000000025_282","2022-03-24T16:44:58.153+09:00","Filling_0000000025_282","2022-03-24T16:44:57.602+09:00","Blow_0000000025_089","2022-03-24T16:44:56.292+09:00","E001","Blow_0000000025_089","17245","88156","74003","2790","59186","36422","E001","Filling_0000000025_282","776.24","237"
"Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Case Packaging_0000000030_130","2022-03-24T16:45:23.816+09:00","Filling_0000000026_495","2022-03-24T16:45:02.641+09:00","Filling_0000000026_495","2022-03-24T16:45:02.098+09:00","Blow_0000000026_116","2022-03-24T16:45:00.849+09:00","E001","Blow_0000000026_116","56550","33890","72165","61378","55244","91501","E001","Filling_0000000026_495","926.43","613"
"Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Case Packaging_0000000030_130","2022-03-24T16:45:23.816+09:00","Filling_0000000027_991","2022-03-24T16:45:07.342+09:00","Filling_0000000027_991","2022-03-24T16:45:06.792+09:00","Blow_0000000027_564","2022-03-24T16:45:05.426+09:00","E001","Blow_0000000027_564","18184","76517","13537","56476","74752","12571","E001","Filling_0000000027_991","583.23","175"
"Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Case Packaging_0000000030_130","2022-03-24T16:45:23.816+09:00","Filling_0000000028_600","2022-03-24T16:45:11.932+09:00","Filling_0000000028_600","2022-03-24T16:45:11.395+09:00","Blow_0000000028_216","2022-03-24T16:45:10.144+09:00","E001","Blow_0000000028_216","69668","47603","82179","10954","65139","95362","E001","Filling_0000000028_600","304.14","800"
"Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Case Packaging_0000000030_130","2022-03-24T16:45:23.816+09:00","Filling_0000000029_149","2022-03-24T16:45:16.562+09:00","Filling_0000000029_149","2022-03-24T16:45:16.010+09:00","Blow_0000000029_086","2022-03-24T16:45:14.689+09:00","E001","Blow_0000000029_086","20175","14725","91486","85418","59910","7734","E001","Filling_0000000029_149","720.67","198"
"Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Pallet Packaging_0000000048_439","2022-03-24T16:46:54.135+09:00","Case Packaging_0000000030_130","2022-03-24T16:45:23.816+09:00","Filling_0000000030_516","2022-03-24T16:45:21.354+09:00","Filling_0000000030_516","2022-03-24T16:45:20.799+09:00","Blow_0000000030_108","2022-03-24T16:45:19.531+09:00","E001","Blow_0000000030_108","77137","66735","99939","16005","56477","46056","E001","Filling_0000000030_516","507.83","905"
